Iso3,Area,StartDate (Food security),EndDate (Food Security),Item,Unit,Value,GHI Reference Year,GHI_Score,GHI_Rank,Absolute change since 2016,% change since 2016,Undernourishment_Pct (% of population),Child_Wasting_Pct (% of children under five years old),Child_Stunting_Pct (% of children under five years old),Child_Mortality_Pct (% of children under five years old),Note
PHL,Philippines,2018-01-01,2020-12-31,Cereal import dependency ratio (percent) (3-year average),%,30.3,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2020-12-31,Percent of arable land equipped for irrigation (percent) (3-year average),%,6.6,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2020-12-31,Value of food imports in total merchandise exports (percent) (3-year average),%,15,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Political stability and absence of violence/terrorism (index),,-1.1,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Per capita food supply variability (kcal/cap/day),kcal/cap/d,35,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Percentage of population using safely managed drinking water services (percent),%,47,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Percentage of population using at least basic drinking water services (percent),%,93,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Percentage of population using safely managed sanitation services (percent),%,59,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Percentage of population using at least basic sanitation services (percent),%,80,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Percentage of children under 5 years affected by wasting (percent),%,5.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Number of children under 5 years affected by wasting (million),million No,0.6,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),%,30.1,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Number of children under 5 years of age who are stunted (modeled estimates) (million),million No,3.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),%,4.3,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Number of children under 5 years of age who are overweight (modeled estimates) (million),million No,0.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Prevalence of obesity in the adult population (18 years and older) (percent),%,7.4,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Number of obese adults (18 years and older) (million),million No,5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Prevalence of anemia among women of reproductive age (15-49 years) (percent),%,12.8,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Number of women of reproductive age (15-49 years) affected by anemia (million),million No,3.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),%,,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Prevalence of low birthweight (percent),%,21.1,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Number of newborns with low birthweight (million),million No,0.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Minimum dietary energy requirement  (kcal/cap/day),kcal/cap/d,1741,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Average dietary energy requirement (kcal/cap/day),kcal/cap/d,2246,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Coefficient of variation of habitual caloric consumption distribution (real number),No,0.25,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2018-12-31,Incidence of caloric losses at retail distribution level (percent),%,3.03,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2018-01-01,2020-12-31,Average fat supply (g/cap/day) (3-year average),g/cap/d,52.9,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Average dietary energy supply adequacy (percent) (3-year average),%,125,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),kcal/cap/d,2812,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),kcal/cap/d,2806,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",%,62,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Average protein supply (g/cap/day) (3-year average),g/cap/d,75.8,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Average supply of protein of animal origin (g/cap/day) (3-year average),g/cap/d,28.9,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,"Gross domestic product per capita, PPP, (constant 2017 international $)",Int$/cap,9488.6,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of undernourishment (percent) (3-year average),%,5.8,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of people undernourished (million) (3-year average),million No,6.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of severe food insecurity in the total population (percent) (3-year average),%,4.8,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of severe food insecurity in the total population (percent) (3-year average),%,4.3,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of severe food insecurity in the total population (percent) (3-year average),%,5.3,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),%,5.1,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),%,4.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),%,5.6,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),%,4.6,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),%,4.2,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),%,5.1,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),%,43.8,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),%,42.3,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),%,45.3,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),%,44.3,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),%,42.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),%,46.1,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),%,43.3,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),%,42.2,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),%,44.4,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of severely food insecure people (million) (3-year average),million No,5.4,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of severely food insecure people (million) (3-year average),million No,4.9,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of severely food insecure people (million) (3-year average),million No,6,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of severely food insecure male adults (million) (3-year average),million No,2,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of severely food insecure male adults (million) (3-year average),million No,1.7,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of severely food insecure male adults (million) (3-year average),million No,2.2,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of severely food insecure female adults (million) (3-year average),million No,1.8,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of severely food insecure female adults (million) (3-year average),million No,1.6,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of severely food insecure female adults (million) (3-year average),million No,2,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of moderately or severely food insecure people (million) (3-year average),million No,49.1,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of moderately or severely food insecure people (million) (3-year average),million No,47.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of moderately or severely food insecure people (million) (3-year average),million No,50.8,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of moderately or severely food insecure male adults (million) (3-year average),million No,17.3,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of moderately or severely food insecure male adults (million) (3-year average),million No,16.6,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of moderately or severely food insecure male adults (million) (3-year average),million No,18,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of moderately or severely food insecure female adults (million) (3-year average),million No,16.7,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of moderately or severely food insecure female adults (million) (3-year average),million No,16.2,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Number of moderately or severely food insecure female adults (million) (3-year average),million No,17.1,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Cereal import dependency ratio (percent) (3-year average),%,31.2,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Percent of arable land equipped for irrigation (percent) (3-year average),%,6.7,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Value of food imports in total merchandise exports (percent) (3-year average),%,16,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Political stability and absence of violence/terrorism (index),,-0.93,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Per capita food supply variability (kcal/cap/day),kcal/cap/d,48,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Percentage of population using safely managed drinking water services (percent),%,47,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Percentage of population using at least basic drinking water services (percent),%,94,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Percentage of population using safely managed sanitation services (percent),%,60,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Percentage of population using at least basic sanitation services (percent),%,81,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Percentage of children under 5 years affected by wasting (percent),%,5.7,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Number of children under 5 years affected by wasting (million),million No,0.7,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),%,30.1,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Number of children under 5 years of age who are stunted (modeled estimates) (million),million No,3.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),%,4.4,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Number of children under 5 years of age who are overweight (modeled estimates) (million),million No,0.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Prevalence of obesity in the adult population (18 years and older) (percent),%,7.7,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Number of obese adults (18 years and older) (million),million No,5.3,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Prevalence of anemia among women of reproductive age (15-49 years) (percent),%,12.3,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Number of women of reproductive age (15-49 years) affected by anemia (million),million No,3.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),%,,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Prevalence of low birthweight (percent),%,21.1,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Number of newborns with low birthweight (million),million No,0.5,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Minimum dietary energy requirement  (kcal/cap/day),kcal/cap/d,1743,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Average dietary energy requirement (kcal/cap/day),kcal/cap/d,2250,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Coefficient of variation of habitual caloric consumption distribution (real number),No,0.25,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2019-12-31,Incidence of caloric losses at retail distribution level (percent),%,3.05,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2019-01-01,2021-12-31,Average fat supply (g/cap/day) (3-year average),g/cap/d,51.1,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2020-01-01,2022-12-31,Average dietary energy supply adequacy (percent) (3-year average),%,125,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2020-01-01,2020-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),kcal/cap/d,2791,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2020-01-01,2022-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),kcal/cap/d,2819,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2020-01-01,2022-12-31,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",%,62,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2020-01-01,2022-12-31,Average protein supply (g/cap/day) (3-year average),g/cap/d,76,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2020-01-01,2022-12-31,Average supply of protein of animal origin (g/cap/day) (3-year average),g/cap/d,28.7,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2020-01-01,2020-12-31,"Gross domestic product per capita, PPP, (constant 2017 international $)",Int$/cap,8446.9,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
PHL,Philippines,2020-01-01,2022-12-31,Prevalence of undernourishment (percent) (3-year average),%,6,2016,17.9,17.9,-3.5,-19.6,8.6,6.8,33.1,2.8,This entry is grouped under the 2016 range (2013–2020) because its data collection started between 2013 and 2020.
